char,Line,movie
BILBO,"It was laid down by my father, what say we open one eh?       ",The Fellowship of the Ring 
GANDALF,"Just tea, thank you.       ",The Fellowship of the Ring 
GANDALF,Owwwh!  ,The Fellowship of the Ring 
BILBO,I was expecting you sometime last week. Not that it     matters; you come and go as you please. Always have done and always will. ,The Fellowship of the Ring 
SAM,I'm on your side Mr Frodo ,The Return of the King 
FRODO,"I know Sam, I know. Trust me. Come Smeagol. ",The Return of the King 
EOWYN, What time is it? ,The Return of the King 
EOWYN,"I dreamed I saw a great wave climbing over green lands and above the     hills. I stood upon the brink. It was utterly dark in the abyss before my     feet. A light shone behind me but I could not turn ,     I could only stand there, waiting. ",The Return of the King 
ARAGORN,Night changes many thoughts. Sleep Eowyn. Sleep while you can. ,The Return of the King 
LEGOLAS,"The stars are veiled. Something stirs in the East, a sleepless malice , The eye of the enemy     is moving. ",The Return of the King 
MERRY,What are you doing? ,The Return of the King 
MERRY,Pippin! ,The Return of the King 
MERRY,     Pippin! ,The Return of the King 
MERRY,Pippin! Are you mad? ,The Return of the King 
PIPPIN,"I just want to look at it, just one more time. ",The Return of the King 
MERRY,Put it back! ,The Return of the King 
MERRY,Pippin!  ,The Return of the King 
MERRY,No! ,The Return of the King 
MERRY,He's remembered  ,The Fellowship of the Ring 
GANDALF,"     No, but the air doesnt smell so foul down here.  If in doubt, Meriadoc,     always follow your nose. ",The Fellowship of the Ring 
GANDALF,"Let me risk a little more light , Behold the     great realm and dwarf city of Dwarrowdelf. ",The Fellowship of the Ring 
SAM,There's an eye-opener and no mistake ,The Fellowship of the Ring 
GIMLI,Oh! ,The Fellowship of the Ring 
GANDALF,Gimli! ,The Fellowship of the Ring 
GIMLI,"No, no , no ",The Fellowship of the Ring 
GANDALF,"Here lies Balin, son of Fundin, Lord of Moria.    ,  He is dead then.    ,  Its as I feared. ",The Fellowship of the Ring 
LEGOLAS," We must move on,     we cannot linger. ",The Fellowship of the Ring 
GANDALF,"      They have taken the Bridge and the second hall.  We have barred the     gates, but cannot hold them for long.  The ground shakes.  Drums    ,     Drums in the deep. We cannot get out. , A shadow moves in the dark.    , We cannot get out. They are     coming. ",The Fellowship of the Ring 
GANDALF," Fool of a     Took!  ,  Throw yourself in next time, and rid us of your     stupidity!  ",The Fellowship of the Ring 
SAM,Frodo! ,The Fellowship of the Ring 
LEGOLAS,Orcs! ,The Fellowship of the Ring 
ARAGORN,Get back! and     stay close to Gandalf. ,The Fellowship of the Ring 
FRODO,     Excuse me. That man in the corner.  Who is he ? ,The Fellowship of the Ring 
BARLIMAN,"He's one of them rangers. They're dangerous folk they are.      Wandering the wilds.  What his right name is, I've never heard, but     round here, he's known as Strider. ",The Fellowship of the Ring 
FRODO,Strider ,The Fellowship of the Ring 
RING,Baggins.... Baggins.... Baggins ....Baggins!  Baggins! ,The Fellowship of the Ring 
PIPPIN,"Baggins ?  Sure I know a Baggins!  He's over     there.  Frodo Baggins! He's my second cousin once removed on his     mother's side , and my     third cousin twice removed on his father's side, if you follow me.  ",The Fellowship of the Ring 
FRODO,Pippin! ,The Fellowship of the Ring 
PIPPIN,Steady on! ,The Fellowship of the Ring 
MEN,Oh! ,The Fellowship of the Ring 
SAURON VOICE,"You cannot hide!  , I see you!    ,There     is no life in the void , Only death! ",The Fellowship of the Ring 
STRIDER,You draw far too much attention to yourself Mr Underhill! ,The Fellowship of the Ring 
FRODO,What do you want ? ,The Fellowship of the Ring 
STRIDER,A little more caution from you!  That is no trinket     you carry! ,The Fellowship of the Ring 
FRODO,I carry nothing ,The Fellowship of the Ring 
STRIDER,"Indeed , I can avoid being seen if I wish.      But to disappear entirely     That is a rare gift! ",The Fellowship of the Ring 
BILBO,"You've caught me a bit unprepared I'm afraid urm we've     only got cold chicken and a bit of pickle oh and there's some cheese here,     oh no that wont do! Urm we've got raspberry jam, an apple tart    ,     but we've not much for afters. Oh no we're all right, I've found some sponge     cake! , I can make     you some eggs if you ' oh'. Gandalf?        ",The Fellowship of the Ring 
GANDALF,"Just tea, thank you.       ",The Fellowship of the Ring 
BILBO,"Oh right. ,     You don't mind if I do, do you?  ",The Fellowship of the Ring 
GANDALF,Oh not at all!       ,The Fellowship of the Ring 
VOICE,Bilbo! Bilbo Baggins! ,The Fellowship of the Ring 
BILBO," I'm not at     home! , It's the Sackville-Bagginses. ",The Fellowship of the Ring 
VOICE,I know you're in there!       ,The Fellowship of the Ring 
BILBO,"They're after the house! , They've never forgiven me for living this     long. I've got to get away from these confounded relatives hanging on the     bell all day, never giving me a moment's peace. , I want to see     mountains again, mountains Gandalf. , And     then find somewhere quiet where I can finish my book. Oh, tea!     ",The Fellowship of the Ring 
GANDALF,So you mean to go through with your plan then?       ,The Fellowship of the Ring 
BILBO,"Yes, yes, it's all in hand. All the arrangements are     made. , Oh, thank you.       ",The Fellowship of the Ring 
GANDALF,Frodo suspects something.       ,The Fellowship of the Ring 
BILBO,"Of course he does, he's a Baggins, not some blockheaded     Bracegirdle from Hardbottle.        ",The Fellowship of the Ring 
GANDALF,You will tell him wont you? ,The Fellowship of the Ring 
MERRY, Pippin! ,The Return of the King 
LEGOLAS,He is here! ,The Return of the King 
SAURON,I see you! ,The Return of the King 
MERRY,Pippin! ,The Return of the King 
MERRY,Help! Gandalf help!  ,The Return of the King 
MERRY,Help him! ,The Return of the King 
MERRY, Pippin! ,The Return of the King 
GANDALF,Fool of a Took!  ,The Return of the King 
GANDALF,No. ,The Return of the King 
GANDALF,Look at me.  ,The Return of the King 
PIPPIN,"Gandalf, forgive me! ",The Return of the King 
GANDALF,Look at me! What did you see?  ,The Return of the King 
PIPPIN,"A tree, there was a white tree in a courtyard of stone. It was dead.    ,The city was burning. ",The Return of the King 
GANDALF,Minas Tirith? Is that what you saw? ,The Return of the King 
BOROMIR,They have a cave troll! ,The Fellowship of the Ring 
GIMLI,Agh!  Let them come There's one dwarf yet in Moria who     still draws breath. ,The Fellowship of the Ring 
ARAGORN,Pull! ,The Fellowship of the Ring 
FRODO,Who are you ? ,The Fellowship of the Ring 
STRIDER,Are you frightened? ,The Fellowship of the Ring 
FRODO, Yes ,The Fellowship of the Ring 
STRIDER,Not nearly frightened enough. I know what hunts you.  ,The Fellowship of the Ring 
SAM,Let him     go!  Or I'll have you Longshanks! ,The Fellowship of the Ring 
STRIDER, You have a     stout heart little hobbit! But that will not save you.  You can no     longer wait for the wizard Frodo. They're coming ,The Fellowship of the Ring 
FRODO,What are they ? ,The Fellowship of the Ring 
STRIDER,"They were once men. Great Kings of Men.  The Sauron     the Deciever  gave to them nine rings of power. Blinded by their greed     they took them without question. One by one falling into darkness    ,Now they are slaves to his will. They are     the Nazg'l. Ringwraiths.  Neither living nor dead. At all times they     feel the presence of the Ring , Drawn to the power of the One    , They     will never stop hunting you. ",The Fellowship of the Ring 
FRODO,Where are you taking us ? ,The Fellowship of the Ring 
STRIDER,Into the wild ,The Fellowship of the Ring 
MERRY, How do we know this Strider is a friend of Gandalf ?  ,The Fellowship of the Ring 
FRODO,"I think a servant of the enemy would look fairer, but feel     fouler. ",The Fellowship of the Ring 
MERRY,He's foul enough  ,The Fellowship of the Ring 
FRODO,We have no choice but to trust him ,The Fellowship of the Ring 
BILBO,"Yes, yes. ",The Fellowship of the Ring 
GANDALF,He's very fond of you. ,The Fellowship of the Ring 
BILBO,"I know, he'd probably come with me if I asked him to. I     think in his heart Frodo's still in love with the Shire, the woods, the     fields and the little rivers. I am old Gandalf. I know I don't look it, but     I'm beginning to feel it in my heart. , I feel     thin, sort of stretched like butter scraped over too much bread. I need a     holiday, a very long holiday. And I don't expect that I shall return. In     fact, I mean not to.       ",The Fellowship of the Ring 
BILBO,"Old Toby, the finest weed in the Southfarthing. ",The Fellowship of the Ring 
BILBO,"Gandalf my old friend, this will be a night to     remember.       ",The Fellowship of the Ring 
PIPPIN,"I saw' I saw him! , I     could hear his voice in my head. ",The Return of the King 
GANDALF,And what did you tell him? Speak! ,The Return of the King 
PIPPIN,He asked me my name. I didn't answer. He hurt me! ,The Return of the King 
GANDALF,What did you tell him about Frodo and the Ring?      ,The Return of the King 
GANDALF,There was no lie in Pippin's eyes. A fool but an honest fool he remains.     ,The Return of the King 
GANDALF,"He told Sauron nothing of Frodo and the Ring. ,We've been strangely fortunate. Pippin saw in the Palantir a glimpse     of the enemy's plan. Sauron moves to strike the city of Minas Tirith.    ",The Return of the King 
GAN DALF,"His defeat at Helm's Deep showed our enemy one thing.    , He knows the Heir of     Elendil has come forth ,     Men are not as weak as he supposed. There is courage still. Strength enough,     perhaps, to challenge him. Sauron fears this. He will not risk the peoples     of Middle Earth uniting under one banner. , He will raze Minas Tirith to the ground    , before he     sees a King return to the throne of men. If the beacons of Gondor are lit     Rohan must be ready for war. ",The Return of the King 
THEODEN,Tell me! Why should we ride to the aid of those who did not come to     ours? What do we owe Gondor? ,The Return of the King 
ARAGORN,I will go! ,The Return of the King 
GANDALF,No!  ,The Return of the King 
ARAGORN,They must be warned! ,The Return of the King 
SAM, But where     is he leading us ? ,The Fellowship of the Ring 
STRIDER,To Rivendell Master Gamgee.  To the House of Elrond.     ,The Fellowship of the Ring 
SAM,D'you hear that!  Rivendell! We're going to see the     elves! ,The Fellowship of the Ring 
STRIDER,Gentlemen! We do not stop 'til nightfall ,The Fellowship of the Ring 
PIPPIN,What about breakfast ? ,The Fellowship of the Ring 
STRIDER, You've     already had it ,The Fellowship of the Ring 
PIPPIN,We've had one yes.  What about second breakfast ? ,The Fellowship of the Ring 
MERRY,Don't think he knows about second breakfast Pippin     ,The Fellowship of the Ring 
PIPPIN,"What about elvenses ? Luncheon, Afternoon Tea, Dinner ?     Supper!  He knows about them, doesnt he ? ",The Fellowship of the Ring 
MERRY,I wouldn't count on it ,The Fellowship of the Ring 
MERRY,Pippin! ,The Fellowship of the Ring 
GANDALF,"They will be. ,     You must come to Minas Tirith by another road. Follow the river. Look to the     black ships. ,     Understand this, things are now in motion that cannot be undone. I ride for     Minas Tirith , and I     wont be going alone. ",The Return of the King 
GANDALF,"Of all the Hobbits, Peregrin Took, you are the worst! Hurry! Hurry! ",The Return of the King 
PIPPIN,Where are we going? ,The Return of the King 
MERRY,Why did you look? Why do you always have to look? ,The Return of the King 
PIPPIN,"I don't know, I can't help it. ",The Return of the King 
MERRY,You never can! ,The Return of the King 
